	OBJECTID	NatlDBNum	ConfCode	SpeciesID	ComName	Genus	Species	County	State	WaterBody	LatAcc	LongAcc	ObsDay	ObsStatus	SpeciesCategory	x	y	spatialReference	Date	lat	lon
0	4190	NE-2018-1199686	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	22	Moderate Decomposition	Humpback Whale	-8348961.809495511	4396909.996782087	102100	2018-JAN-22	36.69666700000004	-74.99999999999994
1	10117	NE-2013-1147366	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Eez	VA	Atlantic Ocean	actual	actual	25	Moderate Decomposition	Humpback Whale	-8391931.132941717	4389877.95091604	102100	2013-JAN-25	36.64600000000007	-75.38599999999997
2	14729	NE-2009-1089905	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	VA	Atlantic Ocean	actual	actual	17	Moderate Decomposition	Humpback Whale	-8370858.353334552	4394360.31558504	102100	2009-APR-17	36.67830000000004	-75.19669999999996
3	1141	NE-2019-1219059	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	13	Moderate Decomposition	Humpback Whale	-8438573.999584097	4385963.318073248	102100	2019-MAR-13	36.61778000000003	-75.80499999999994
4	2149	NE-2019-1209072	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	17	Moderate Decomposition	Humpback Whale	-8449605.761121714	4391584.6358493855	102100	2019-FEB-17	36.65830000000005	-75.90409999999997
5	12645	NE-2011-1130655	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	15	Alive	Humpback Whale	-8451338.67163489	4397460.631302308	102100	2011-APR-15	36.70063300000004	-75.91966699999995
6	17186	NE-2006-1063341	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	5	Alive	Humpback Whale	-8453300.455021141	4401558.238975643	102100	2006-AUG-05	36.73014000000006	-75.93728999999996
7	25970	NE-2002-1032676	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	VA	Atlantic Ocean			24	Moderate Decomposition	Humpback Whale	-8455550.221930075	4411103.71838926	102100	2002-MAR-24	36.798833330000036	-75.95749999999998
8	18237	NE-2006-1056503	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	17	Moderate Decomposition	Humpback Whale	-8460615.25876117	4416480.522376454	102100	2006-MAR-17	36.83750000000004	-76.00299999999999
9	5520	NE-2017-1194525	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	5	Alive	Humpback Whale	-8442741.022082964	4419540.951417206	102100	2017-JAN-05	36.85950000000001	-75.84243299999997
10	867	NE-2019-1220192	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	estimate	estimate	29	Moderate Decomposition	Humpback Whale	-8458363.822059872	4422807.957585758	102100	2019-OCT-29	36.88297800000004	-75.98277499999995
11	23408	NE-2002-1035308	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	VA	Atlantic Ocean	estimate	estimate	30	Advanced Decomposition	Humpback Whale	-8459056.785890063	4423924.4636219535	102100	2002-OCT-30	36.891000000000076	-75.98899999999999
12	10060	NE-2013-1147909	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	3	Moderate Decomposition	Humpback Whale	-8437553.533811998	4428492.19797049	102100	2013-APR-03	36.92381000000006	-75.79583299999996
13	6503	NE-2016-1181315	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	15	Moderate Decomposition	Humpback Whale	-8423258.330082284	4428158.983468294	102100	2016-JAN-15	36.92141700000007	-75.66741699999993
14	5328	NE-2017-1196514	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	VA	Atlantic Ocean	actual	actual	17	Advanced Decomposition	Humpback Whale	-8397380.222016048	4421338.251083068	102100	2017-MAY-17	36.87241700000005	-75.43494999999996
15	9883	NE-2013-1148607	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	VA	Atlantic Ocean	actual	actual	10	Moderate Decomposition	Humpback Whale	-8360048.117583618	4435649.157179111	102100	2013-APR-10	36.975190000000055	-75.09958999999998
16	6508	NE-2015-1202026	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	VA	Atlantic Ocean	actual	actual	29	Advanced Decomposition	Humpback Whale	-8340264.083721362	4447446.812097904	102100	2015-MAY-29	37.05981000000003	-74.92186699999995
17	6504	NE-2016-1181314	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	14	Alive	Humpback Whale	-8460288.75869467	4431373.623790504	102100	2016-JAN-14	36.94450000000006	-76.00006699999996
18	5503	NE-2017-1194829	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual	actual	11	Moderate Decomposition	Humpback Whale	-8463625.003833741	4432044.443960349	102100	2017-FEB-11	36.94931600000007	-76.03003699999992
19	4313	NE-2017-1203370	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Chesapeake Bay	estimate	estimate	26	Fresh Dead	Humpback Whale	-8469223.149706246	4426999.567613949	102100	2017-NOV-26	36.91309000000006	-76.08032599999994
20	22891	NE-2002-1082593	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Virginia Beach (City)	VA	Atlantic Ocean	actual		8	Moderate Decomposition	Humpback Whale	-8469836.186142048	4432371.929926056	102100	2002-FEB-08	36.95166700000004	-76.08583299999998
21	21945	NE-2003-1069753	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	None	VA	Atlantic Ocean	estimate	estimate	6	Moderate Decomposition	Humpback Whale	-8468930.824723423	4438618.943614863	102100	2003-JUN-06	36.996500000000026	-76.07769999999994
22	5455	NE-2017-1195146	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Hampton (City)	VA	Atlantic Ocean	estimate	estimate	2	Moderate Decomposition	Humpback Whale	-8495680.898361051	4438981.339599553	102100	2017-FEB-02	36.999100000000055	-76.31799999999998
23	3569	NE-2018-1205657	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Chesapeake Bay	actual	actual	28	Alive	Humpback Whale	-8464787.84723457	4443138.210961166	102100	2018-JUL-28	37.02891700000003	-76.04048299999994
24	516	NE-2020-1222526	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	actual	actual	4	Moderate Decomposition	Humpback Whale	-8453627.400365598	4451287.998681176	102100	2020-FEB-04	37.087341000000045	-75.94022699999994
25	3849	NE-2018-1203378	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Chesapeake Bay	estimate	estimate	7	Moderate Decomposition	Humpback Whale	-8456872.252202732	4456428.784993617	102100	2018-JAN-07	37.124171000000054	-75.96937599999994
26	5370	NE-2017-1196270	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	actual	actual	5	Moderate Decomposition	Humpback Whale	-8468546.772480186	4454866.882902308	102100	2017-FEB-05	37.112983000000035	-76.07424999999995
27	1142	NE-2019-1219058	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	estimate	estimate	14	Moderate Decomposition	Humpback Whale	-8441187.447269453	4467167.737994574	102100	2019-APR-14	37.201050000000066	-75.82847699999996
28	13475	NE-2010-1119473	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	actual	actual	5	Alive	Humpback Whale	-8464787.84723457	4466572.807043163	102100	2010-MAY-05	37.196793000000056	-76.04048299999994
29	9253	NE-2013-1151330	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	York	VA	Atlantic Ocean	actual	actual	13	Moderate Decomposition	Humpback Whale	-8502737.329562942	4467409.241739145	102100	2013-SEP-13	37.20277800000007	-76.38138899999994
30	14363	NE-2009-1100481	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Gloucester	VA	Atlantic Ocean	actual	actual	26	Moderate Decomposition	Humpback Whale	-8506473.322993457	4476100.628342854	102100	2009-SEP-26	37.26494000000003	-76.41494999999998
31	5504	NE-2017-1194827	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	actual	actual	24	Advanced Decomposition	Humpback Whale	-8462021.22392989	4479828.983464212	102100	2017-JAN-24	37.29159000000003	-76.01562999999999
32	517	NE-2020-1222525	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	actual	actual	5	Moderate Decomposition	Humpback Whale	-8417757.254805755	4492907.55348815	102100	2020-FEB-05	37.38500000000005	-75.61799999999994
33	7319	NE-2015-1172531	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Northampton	VA	Atlantic Ocean	actual	actual	1	Advanced Decomposition	Humpback Whale	-8426738.511322958	4495007.857349456	102100	2015-MAY-01	37.399990000000045	-75.69867999999995
34	2067	NE-2019-1210244	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	15	Moderate Decomposition	Humpback Whale	-8424453.122176971	4507053.13625376	102100	2019-MAR-15	37.48590000000008	-75.67814999999995
35	24360	NE-2000-1038319	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	estimate	estimate	22	Moderate Decomposition	Humpback Whale	-8415753.503971478	4509031.39307666	102100	2001-MAY-30	37.50000000000005	-75.59999999999997
36	16616	NE-2007-1067305	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	VA	Atlantic Ocean	estimate	estimate	10	Advanced Decomposition	Humpback Whale	-8400140.945387725	4524544.056676139	102100	2007-MAY-10	37.61047400000008	-75.45974999999999
37	5760	NE-2016-1192967	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Northumberland	VA	Atlantic Ocean	actual	actual	11	Fresh Dead	Humpback Whale	-8473979.831547845	4529123.590749834	102100	2016-DEC-11	37.64305600000005	-76.12305599999996
38	379	NE-2020-1223840	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	28	Moderate Decomposition	Humpback Whale	-8477389.213592367	4531895.027996736	102100	2020-JAN-28	37.66276700000003	-76.15368299999994
39	3659	NE-2018-1204702	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	31	Mummified/Skeletal	Humpback Whale	-8408647.980874144	4542078.797454728	102100	2018-MAY-31	37.73515100000002	-75.53616999999997
40	19481	NE-2005-1046727	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	1	Advanced Decomposition	Humpback Whale	-8409077.674108604	4546241.750077112	102100	2005-JUL-01	37.76472000000007	-75.54002999999994
41	16101	NE-2007-1073363	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean	actual	actual	4	Moderate Decomposition	Humpback Whale	-8398045.912570992	4548182.3736233795	102100	2007-OCT-04	37.77850000000006	-75.44092999999997
42	5486	NE-2017-1195008	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	25	Advanced Decomposition	Humpback Whale	-8390324.458731098	4559289.8984545395	102100	2017-FEB-25	37.85732300000007	-75.37156699999996
43	3851	NE-2018-1203376	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	estimate	estimate	11	Moderate Decomposition	Humpback Whale	-8392711.705211157	4558702.116961237	102100	2018-FEB-11	37.853154000000075	-75.39301199999993
44	10899	NE-2012-1145284	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	26	Alive	Humpback Whale	-8397199.884440962	4560742.646662562	102100	2012-SEP-26	37.86762600000004	-75.43332999999996
45	14763	NE-2009-1089035	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Accomack	VA	Atlantic Ocean	actual	actual	20	Advanced Decomposition	Humpback Whale	-8378853.319163323	4578614.975111682	102100	2009-MAR-20	37.99426000000004	-75.26851999999997
46	25933	NE-2000-1033736	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean			23	Advanced Decomposition	Humpback Whale	-8374787.931359554	4585266.472763852	102100	2000-SEP-23	38.04133333000004	-75.23199999999996
47	5502	NE-2017-1194862	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	20	Moderate Decomposition	Humpback Whale	-8346011.84298949	4590167.634128227	102100	2017-FEB-20	38.076000000000086	-74.97349999999994
48	14845	NE-2009-1088325	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	7	Moderate Decomposition	Humpback Whale	-8368183.34597079	4599955.227231143	102100	2009-MAR-07	38.14518000000003	-75.17266999999998
49	16071	NE-2007-1074315	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	21	Advanced Decomposition	Humpback Whale	-8366998.659459478	4604208.493342849	102100	2007-OCT-21	38.17522222000008	-75.16202777999996
50	5502	NE-2017-1194862	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	20	Moderate Decomposition	Humpback Whale	-8346011.84298949	4590167.634128227	102100	2017-FEB-20	38.076000000000086	-74.97349999999994
51	14845	NE-2009-1088325	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	7	Moderate Decomposition	Humpback Whale	-8368183.34597079	4599955.227231143	102100	2009-MAR-07	38.14518000000003	-75.17266999999998
52	16071	NE-2007-1074315	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	21	Advanced Decomposition	Humpback Whale	-8366998.659459478	4604208.493342849	102100	2007-OCT-21	38.17522222000008	-75.16202777999996
53	23956	NE-2001-1036441	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean			18	Fresh Dead	Humpback Whale	-8350878.978256242	4601817.211258906	102100	2001-AUG-18	38.158333330000055	-75.01722221999995
54	15190	NE-2008-1083425	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	estimate	estimate	4	Moderate Decomposition	Humpback Whale	-8365348.038540281	4608893.551391177	102100	2008-NOV-04	38.20830000000006	-75.14719999999994
55	6238	NE-2016-1188495	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	actual	actual	6	Moderate Decomposition	Humpback Whale	-8363229.405991506	4615242.879770165	102100	2016-JUL-06	38.25310400000006	-75.12816799999996
56	19581	NE-2005-1045895	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	estimate	estimate	14	Fresh Dead	Humpback Whale	-8345811.4679060625	4623311.451622378	102100	2005-JUN-14	38.31000000000006	-74.97169999999994
57	13812	NE-2010-1108053	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	estimate	estimate	13	Moderate Decomposition	Humpback Whale	-8358445.562194155	4625356.543623196	102100	2010-MAR-13	38.324414000000054	-75.08519399999994
58	13514	NE-2010-1118682	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	estimate	estimate	4	Moderate Decomposition	Humpback Whale	-8357978.688249768	4627076.330383215	102100	2010-JUL-04	38.33653300000004	-75.08099999999995
59	1892	NE-2019-1212942	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD		actual	actual	2	Alive	Humpback Whale	-8359166.0965226265	4628198.554428361	102100	2019-MAY-02	38.34444000000008	-75.09166666999994
60	15570	NE-2008-1079243	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	MD	Atlantic Ocean	actual	actual	6	Advanced Decomposition	Humpback Whale	-8202020.081648391	4610787.850520754	102100	2008-FEB-06	38.221670000000074	-73.67999999999995
61	1784	NE-2019-1214701	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Worcester	MD	Atlantic Ocean	estimate	estimate	6	Alive	Humpback Whale	-8354409.971278488	4638274.458424759	102100	2019-AUG-06	38.41539444000006	-75.04894166999998
62	6267	NE-2016-1187284	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Sussex	DE	Atlantic Ocean	actual	actual	17	Moderate Decomposition	Humpback Whale	-8355292.548936926	4659843.5845312355	102100	2016-JUN-17	38.56705000000005	-75.05686999999995
63	613	NE-2020-1221191	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Sussex	DE	Atlantic Ocean	actual	actual	15	Condition Unknown	Humpback Whale	-8354187.146393348	4667028.891347566	102100	2020-JAN-15	38.617500000000064	-75.04693999999995
64	5427	NE-2017-1195740	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Sussex	DE	Atlantic Ocean	actual	actual	4	Moderate Decomposition	Humpback Whale	-8357698.163132968	4683731.70917695	102100	2017-MAY-04	38.734638000000075	-75.07847999999994
65	25885	NE-2000-1036866	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean			17	Advanced Decomposition	Humpback Whale	-8333006.016186212	4685210.553968656	102100	2000-JUN-17	38.745000000000054	-74.85666666999998
66	17172	NE-2006-1063425	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Sussex	DE	Atlantic Ocean	estimate	estimate	15	Advanced Decomposition	Humpback Whale	-8358323.778671229	4689550.422661809	102100	2006-OCT-15	38.77540000000005	-75.08409999999996
67	20245	NE-2004-1055985	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Sussex	DE	Atlantic Ocean	estimate	estimate	19	Moderate Decomposition	Humpback Whale	-8358791.320532558	4691992.411673736	102100	2004-DEC-19	38.792500000000075	-75.08829999999995
68	3358	NE-2018-1206983	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Sussex	DE	Atlantic Ocean	actual	actual	16	Advanced Decomposition	Humpback Whale	-8359489.627698306	4693792.746843234	102100	2018-DEC-16	38.80510420000008	-75.09457299999997
69	6237	NE-2016-1188836	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Delaware	PA	Atlantic Ocean	actual	actual	5	Moderate Decomposition	Humpback Whale	-8353043.561264431	4696253.728631414	102100	2016-JUL-05	38.822330000000065	-75.03666699999997
70	1067	NE-2019-1219273	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Kent	DE		estimate	estimate	4	Moderate Decomposition	Humpback Whale	-8394528.550620396	4741494.808042476	102100	2019-OCT-04	39.138255000000065	-75.40933299999995
71	1178	NE-2019-1218939	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Cumberland	NJ		estimate	estimate	2	Fresh Dead	Humpback Whale	-8373359.368334203	4744762.19049445	102100	2019-OCT-02	39.16101700000007	-75.21916699999996
72	5428	NE-2017-1195738	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Kent	DE		estimate	estimate	23	Advanced Decomposition	Humpback Whale	-8393868.982637446	4747642.589525173	102100	2017-APR-23	39.181077000000066	-75.40340799999996
73	5549	NE-2017-1194124	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cumberland	NJ	Atlantic Ocean	actual	actual	11	Moderate Decomposition	Humpback Whale	-8388657.115397999	4773226.050927232	102100	2017-FEB-11	39.35899700000005	-75.35658899999999
74	17606	NE-2006-1060835	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean	actual	estimate	27	Advanced Decomposition	Humpback Whale	-8329642.311868342	4717559.229464062	102100	2006-SEP-27	38.971285000000066	-74.82644999999997
75	24099	NE-2001-1033152	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean			17	Advanced Decomposition	Humpback Whale	-8328182.17084304	4719284.496209689	102100	2001-SEP-17	38.98333333000006	-74.81333332999998
76	1857	NE-2019-1213834	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean	actual	actual	26	Alive	Humpback Whale	-8305141.225903213	4739221.383788292	102100	2019-JUL-26	39.122413000000044	-74.60635299999994
77	6131	NE-2016-1191055	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean	actual	actual	16	Moderate Decomposition	Humpback Whale	-8313171.813969038	4745989.777551684	102100	2016-SEP-16	39.16956700000003	-74.67849299999995
78	1082	NE-2019-1219235	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean	estimate	estimate	6	Moderate Decomposition	Humpback Whale	-8310080.694348693	4749850.255104885	102100	2019-JUN-06	39.196448000000025	-74.65072499999995
79	22359	NE-2003-1034576	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean			17	Advanced Decomposition	Humpback Whale	-8304520.595251757	4758507.832723395	102100	2003-JUN-17	39.25669444000003	-74.60077777999999
80	22359	NE-2003-1034576	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Cape May	NJ	Atlantic Ocean			17	Advanced Decomposition	Humpback Whale	-8304520.595251757	4758507.832723395	102100	2003-JUN-17	39.25669444000003	-74.60077777999999
81	78	NE-2020-1228051	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Atlantic	NJ	Atlantic Ocean	actual	actual	16	Fresh Dead	Humpback Whale	-8288529.018292135	4767124.380206564	102100	2020-SEP-16	39.316604000000034	-74.45712299999997
82	5578	NE-2017-1193340	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Atlantic	NJ	Atlantic Ocean	actual	actual	12	Fresh Dead	Humpback Whale	-8271049.409208795	4789150.750684543	102100	2017-JAN-12	39.46951700000005	-74.30010099999998
83	7789	NE-2014-1169785	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	NJ	Atlantic Ocean	actual	actual	3	Moderate Decomposition	Humpback Whale	-8115769.740181766	4742630.420147205	102100	2014-MAY-03	39.14616700000005	-72.90519999999998
84	3033	NE-2018-1211626	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Eez	NJ				28	Moderate Decomposition	Humpback Whale	-8121493.46557183	4777885.721329961	102100	2018-FEB-28	39.39135400000004	-72.95661709999995
85	13444	NE-2010-1119813	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	NY	Atlantic Ocean	actual	actual	21	Moderate Decomposition	Humpback Whale	-7982498.045804058	4801629.634381324	102100	2010-MAY-21	39.55600000000004	-71.70799999999997
86	5310	NE-2017-1196677	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	estimate	estimate	3	Fresh Dead	Humpback Whale	-8234822.262041974	4812078.725968351	102100	2017-JUN-03	39.628333000000055	-73.97466699999995
87	7888	NE-2014-1159868	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	estimate	estimate	3	Alive	Humpback Whale	-8253228.93984464	4820122.944806646	102100	2014-SEP-03	39.68396700000006	-74.14001699999994
88	57	NE-2020-1230374	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	estimate	estimate	24	Moderate Decomposition	Humpback Whale	-8250898.577624379	4826891.820561679	102100	2020-DEC-24	39.73074600000006	-74.11908299999999
89	1591	NE-2019-1217370	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	actual	actual	9	Moderate Decomposition	Humpback Whale	-8248212.994908987	4833024.22131095	102100	2019-OCT-09	39.77309900000006	-74.09495799999995
90	12345	NE-2011-1133901	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	estimate	estimate	28	Advanced Decomposition	Humpback Whale	-8247629.569457739	4838629.400496612	102100	2011-MAY-28	39.811788000000035	-74.08971699999995
91	621	NE-2019-1226890	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	actual	actual	18	Moderate Decomposition	Humpback Whale	-8246477.4127280265	4850752.553874719	102100	2019-OCT-18	39.89539200000007	-74.07936699999992
92	1507	NE-2019-1218053	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	actual	actual	26	Alive	Humpback Whale	-8241237.159018429	4850982.82267443	102100	2019-OCT-26	39.896979000000044	-74.03229299999997
93	24165	NE-2001-1032912	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	NJ	Atlantic Ocean	estimate	estimate	18	Moderate Decomposition	Humpback Whale	-8226510.369622915	4851421.175183362	102100	2001-JAN-18	39.900000000000034	-73.89999999999998
94	148	NE-2020-1226374	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean	actual	actual	8	Alive	Humpback Whale	-8245468.858141442	4855321.346493981	102100	2020-JUN-08	39.92687300000006	-74.07030699999996
95	24046	NE-2001-1036213	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean			14	Advanced Decomposition	Humpback Whale	-8245156.384330783	4859606.854199959	102100	2001-AUG-14	39.956388890000035	-74.06749999999994
96	8686	NE-2013-1154973	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ	Atlantic Ocean	estimate	estimate	14	Alive	Humpback Whale	-8237586.6589568425	4886489.6249749465	102100	2013-NOV-14	40.14125000000007	-73.99949999999994
97	24100	NE-2001-1033151	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Ocean	NJ	Atlantic Ocean			8	Fresh Dead	Humpback Whale	-8239126.578208419	4891526.895486593	102100	2001-SEP-08	40.17583333000004	-74.01333332999995
98	12964	NE-2010-1129063	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	NJ	Atlantic Ocean	actual	actual	2	Moderate Decomposition	Humpback Whale	-8226714.084291065	4901507.057166785	102100	2010-NOV-02	40.24430000000006	-73.90182999999996
99	3892	NE-2018-1203102	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ	Atlantic Ocean	actual	actual	22	Moderate Decomposition	Humpback Whale	-8217261.612369338	4912095.059766026	102100	2018-APR-22	40.316861000000074	-73.81691699999999
